filename,width,height,class,xmin,ymin,xmax,ymax
Dusty_159_jpg.rf.b2b04543fdbafcef768fc08dd3ad3c24.jpg,640,640,Bird Drop,153,239,188,277
Dusty_159_jpg.rf.b2b04543fdbafcef768fc08dd3ad3c24.jpg,640,640,Bird Drop,140,326,192,374
Dusty_159_jpg.rf.b2b04543fdbafcef768fc08dd3ad3c24.jpg,640,640,Defective,0,66,76,210
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,371,234,515,291
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,492,227,640,301
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,405,307,620,459
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,267,330,466,438
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,169,322,342,420
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,282,229,416,288
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,358,158,469,200
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,437,153,559,199
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,86,317,232,396
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,536,159,639,195
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,572,367,639,497
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,214,233,319,279
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,17,306,137,378
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,39,230,184,270
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,89,229,186,269
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,143,232,247,277
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,0,283,72,363
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,133,182,257,206
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,178,179,253,209
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,227,174,318,208
Dusty_17_jpg.rf.65a8269d01f1ae68179fdae0c503b44c.jpg,640,640,Dusty,288,162,399,203
Dusty_30_jpg.rf.d0d912fc0ba8ac4fc705df6bbb976729.jpg,640,640,Dusty,0,147,640,565
Dusty_30_jpg.rf.d0d912fc0ba8ac4fc705df6bbb976729.jpg,640,640,Dusty,0,125,640,187
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Dusty,3,0,518,637
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Dusty,2,149,220,640
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,31,260,67,318
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,216,390,245,452
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,196,86,236,148
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,125,31,147,86
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,359,259,375,313
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Dusty,373,0,566,549
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,435,462,465,508
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,500,94,510,149
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Dusty,494,354,614,639
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,565,500,581,530
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,504,402,528,451
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,515,208,532,254
Dusty_62_jpg.rf.ea294aaba1bb47e68d1d14a138178c23.jpg,640,640,Bird Drop,586,577,600,615
IMG_20241003_094437_718_jpg.rf.4987a12804bd1f5c1d439335d50ec817.jpg,640,640,Dusty,0,0,640,609
Dusty_170_jpg.rf.163f22c4b6a43c4b036b64561078f1dd.jpg,640,640,Dusty,16,0,640,640
Dusty_170_jpg.rf.163f22c4b6a43c4b036b64561078f1dd.jpg,640,640,Dusty,478,0,640,44
Dusty_170_jpg.rf.163f22c4b6a43c4b036b64561078f1dd.jpg,640,640,Dusty,1,53,99,639
Dusty_170_jpg.rf.163f22c4b6a43c4b036b64561078f1dd.jpg,640,640,Dusty,534,95,640,285
poop-190-_jpg.rf.7f9d065457b5f1dcf56becd7c5d2c289.jpg,640,640,Defective,0,63,640,596
poop-190-_jpg.rf.7f9d065457b5f1dcf56becd7c5d2c289.jpg,640,640,Bird Drop,160,196,381,400
poop-190-_jpg.rf.7f9d065457b5f1dcf56becd7c5d2c289.jpg,640,640,Defective,0,0,563,133
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Defective,49,40,640,485
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,403,302,640,482
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Defective,201,74,640,387
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,523,284,640,383
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,271,228,508,331
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,174,149,400,226
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,2,129,260,231
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,2,68,162,146
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,0,26,91,81
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,38,35,246,115
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,92,83,317,165
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,192,74,342,131
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,324,116,435,158
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,249,116,408,175
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,322,168,488,226
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,378,153,502,198
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,449,198,576,248
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,532,242,640,310
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,406,226,583,300
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,0,229,391,415
Dusty_32_jpg.rf.80e7dfe109e0483844d69a6bf0d5a165.jpg,640,640,Dusty,112,335,579,640
8_JPG_jpg.rf.2c8ed5bc5173124b53027bbbda728953.jpg,640,640,Bird Drop,411,393,520,528
8_JPG_jpg.rf.2c8ed5bc5173124b53027bbbda728953.jpg,640,640,Bird Drop,385,275,470,372
8_JPG_jpg.rf.2c8ed5bc5173124b53027bbbda728953.jpg,640,640,Bird Drop,176,409,312,613
8_JPG_jpg.rf.2c8ed5bc5173124b53027bbbda728953.jpg,640,640,Bird Drop,160,204,322,321
IMG_20230325_075941_jpg.rf.f27d3080cae8b34d1244d4bd9d73195c.jpg,640,640,Non Defective,203,154,495,523
Dusty_179_jpg.rf.2511d783fd85bb41cc7feae3a363edd7.jpg,640,640,Dusty,0,30,640,640
Dusty_179_jpg.rf.2511d783fd85bb41cc7feae3a363edd7.jpg,640,640,Dusty,162,200,500,527
IMG_20241003_092619_757_jpg.rf.95005c8e38d77f54318d3da4a505f586.jpg,640,640,Dusty,7,42,629,628
IMG_20241003_092619_757_jpg.rf.95005c8e38d77f54318d3da4a505f586.jpg,640,640,Dusty,2,370,321,636
IMG_20241003_092619_757_jpg.rf.95005c8e38d77f54318d3da4a505f586.jpg,640,640,Dusty,327,377,618,617
IMG_20241003_092619_757_jpg.rf.95005c8e38d77f54318d3da4a505f586.jpg,640,640,Dusty,10,214,345,376
IMG_20241003_092619_757_jpg.rf.95005c8e38d77f54318d3da4a505f586.jpg,640,640,Dusty,334,107,640,369
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Defective,69,90,621,640
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Physical Damage,198,221,448,446
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Defective,1,0,293,283
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Dusty,0,0,285,278
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Non Defective,249,0,640,264
Physical_Damge_399_jpg.rf.badfaa8e6101ee63a83cf9026460d488.jpg,640,640,Non Defective,0,281,379,640
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Defective,0,63,640,445
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Defective,1,466,640,637
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,92,94,173,263
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,245,216,319,289
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,289,300,444,354
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,350,380,466,427
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,171,374,237,415
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,33,369,129,432
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,2,470,110,517
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,279,540,341,591
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,442,70,483,121
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,213,67,241,95
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,276,73,334,109
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,83,273,144,341
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,33,289,54,324
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,453,238,488,276
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Bird Drop,448,326,500,374
Dusty_159_jpg.rf.1770d50a9e6e3daa492b52b14a004e7e.jpg,640,640,Defective,561,66,640,221
Dusty_5_jpg.rf.0a6705380e78424dddf8af45c37393eb.jpg,640,640,Defective,0,0,640,640
Dusty_5_jpg.rf.0a6705380e78424dddf8af45c37393eb.jpg,640,640,Dusty,0,0,225,640
Dusty_5_jpg.rf.0a6705380e78424dddf8af45c37393eb.jpg,640,640,Dusty,179,0,640,640
ROI_145_jpg.rf.7fc798c569273786d0dbcc8288dc7f1d.jpg,640,640,Dusty,401,565,640,640
ROI_145_jpg.rf.7fc798c569273786d0dbcc8288dc7f1d.jpg,640,640,Dusty,330,61,633,283
ROI_145_jpg.rf.7fc798c569273786d0dbcc8288dc7f1d.jpg,640,640,Dusty,14,131,337,340
ROI_145_jpg.rf.7fc798c569273786d0dbcc8288dc7f1d.jpg,640,640,Non Defective,0,1,574,188
ROI_145_jpg.rf.7fc798c569273786d0dbcc8288dc7f1d.jpg,640,640,Dusty,500,292,640,499
Dusty_38_jpg.rf.a068e9856e22013df239fb3e3c79dd7d.jpg,640,640,Dusty,29,0,640,640
Dusty_38_jpg.rf.a068e9856e22013df239fb3e3c79dd7d.jpg,640,640,Dusty,0,375,249,637
IMG_20241003_092624_616_jpg.rf.3d14ec0c40dd0b25f8fba1d50f62d75d.jpg,640,640,Dusty,4,4,640,597
IMG_20241003_092624_616_jpg.rf.3d14ec0c40dd0b25f8fba1d50f62d75d.jpg,640,640,Dusty,494,195,640,532
IMG_20241003_092624_616_jpg.rf.3d14ec0c40dd0b25f8fba1d50f62d75d.jpg,640,640,Dusty,3,0,317,209
IMG_20241003_092624_616_jpg.rf.3d14ec0c40dd0b25f8fba1d50f62d75d.jpg,640,640,Dusty,8,370,309,577
Dusty_24_jpg.rf.bf99e1d982f6d674000f533128c55143.jpg,640,640,Dusty,2,138,581,635
Dusty_24_jpg.rf.bf99e1d982f6d674000f533128c55143.jpg,640,640,Dusty,114,9,639,278
Dusty_24_jpg.rf.bf99e1d982f6d674000f533128c55143.jpg,640,640,Dusty,0,0,113,134
poop-2-_jpg.rf.36213980c8b57ffae457661ecedee13f.jpg,640,640,Bird Drop,234,289,351,407
Physical_Damge_369_jpg.rf.f5f547f6bf43e08cb5846d2716561309.jpg,640,640,Physical Damage,391,84,517,188
Physical_Damge_369_jpg.rf.f5f547f6bf43e08cb5846d2716561309.jpg,640,640,Physical Damage,432,388,552,601
Physical_Damge_369_jpg.rf.f5f547f6bf43e08cb5846d2716561309.jpg,640,640,Physical Damage,103,28,303,361
Physical_Damge_369_jpg.rf.f5f547f6bf43e08cb5846d2716561309.jpg,640,640,Physical Damage,118,332,316,620
Physical_Damge_369_jpg.rf.f5f547f6bf43e08cb5846d2716561309.jpg,640,640,Defective,38,9,605,629
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Defective,42,0,640,524
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Physical Damage,357,210,512,276
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Physical Damage,81,260,390,444
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Physical Damage,539,22,576,37
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Physical Damage,559,8,588,22
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Non Defective,0,92,322,423
Physical_Damge_366_jpg.rf.a3727e6480c229a0211a68b7ef1b88e5.jpg,640,640,Non Defective,0,5,413,100
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Snow,132,418,386,545
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Defective,130,417,393,544
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Defective,108,165,302,223
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Snow,109,166,298,222
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Defective,252,113,413,154
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Snow,251,113,413,154
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Defective,322,291,469,365
134_png_jpg.rf.6985ae932b9760793fb5aa080e43b4d2.jpg,640,640,Snow,319,288,469,369
IMG_20241003_094433_785_jpg.rf.5208b82863c2e7da368fe1067bb8a63e.jpg,640,640,Defective,0,0,640,640
IMG_20241003_094433_785_jpg.rf.5208b82863c2e7da368fe1067bb8a63e.jpg,640,640,Dusty,0,0,640,640
ROI_145_jpg.rf.7cad9e1dfe0471b0e92d2d3e834416d2.jpg,640,640,Non Defective,450,0,640,579
ROI_145_jpg.rf.7cad9e1dfe0471b0e92d2d3e834416d2.jpg,640,640,Dusty,483,345,627,627
ROI_145_jpg.rf.7cad9e1dfe0471b0e92d2d3e834416d2.jpg,640,640,Dusty,290,0,544,302
ROI_145_jpg.rf.7cad9e1dfe0471b0e92d2d3e834416d2.jpg,640,640,Dusty,0,379,91,639
ROI_145_jpg.rf.7cad9e1dfe0471b0e92d2d3e834416d2.jpg,640,640,Dusty,0,49,44,381
Dusty_173_jpg.rf.d6baa7730f70f10ba5fb72b1801e87d2.jpg,640,640,Dusty,1,2,640,638
IMG_20230325_082119_jpg.rf.5855a4ea5eb395d0230215078c542006.jpg,640,640,Non Defective,211,133,311,234
Physical_Damge_380_jpg.rf.9efe59772bd7b6f884c01965e4fe1534.jpg,640,640,Defective,116,0,639,639
Physical_Damge_380_jpg.rf.9efe59772bd7b6f884c01965e4fe1534.jpg,640,640,Physical Damage,158,30,528,517
Physical_Damge_380_jpg.rf.9efe59772bd7b6f884c01965e4fe1534.jpg,640,640,Physical Damage,562,21,640,161
Physical_Damge_380_jpg.rf.9efe59772bd7b6f884c01965e4fe1534.jpg,640,640,Non Defective,0,0,91,640
183_png_jpg.rf.afd08a130e2847c68dd083d5687b81cd.jpg,640,640,Defective,43,113,512,371
183_png_jpg.rf.afd08a130e2847c68dd083d5687b81cd.jpg,640,640,Snow,45,120,511,369
183_png_jpg.rf.afd08a130e2847c68dd083d5687b81cd.jpg,640,640,Defective,380,48,640,168
183_png_jpg.rf.afd08a130e2847c68dd083d5687b81cd.jpg,640,640,Snow,379,60,640,169
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Defective,116,77,528,574
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Physical Damage,313,334,445,445
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Physical Damage,259,142,316,188
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Physical Damage,343,143,401,193
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Physical Damage,278,75,395,94
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Physical Damage,197,459,237,551
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Non Defective,0,79,209,573
Physical_Damge_401_jpg.rf.756adf03180e86a6f5ea2e9f7c882fb1.jpg,640,640,Non Defective,450,77,640,564
Dusty_67_jpg.rf.b6a472625613411a3782c7b7a7abc828.jpg,640,640,Dusty,2,0,637,638
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,192,124,391,292
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,1,252,101,341
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,77,338,155,388
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,77,429,213,501
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,237,539,323,593
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,380,527,502,617
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Physical Damage,451,6,570,72
Physical_Damge_392_jpg.rf.2c7578e177b203302e5b903f4f611fec.jpg,640,640,Defective,8,0,633,634
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,3,116,408,520
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,0,21,287,126
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,53,1,252,39
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,354,268,640,640
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,278,83,640,258
Dusty_65_jpg.rf.68e957c1648cb5b18ff4140d610b6ee1.jpg,640,640,Dusty,255,18,501,90
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Defective,0,253,296,595
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Defective,300,250,640,594
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Dusty,0,252,295,351
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Dusty,300,253,640,354
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Dusty,0,351,297,594
Dusty_181_jpg.rf.b50790ddd1a9d3e9cb675aa6aefc0886.jpg,640,640,Dusty,304,351,640,596
Dusty_34_jpg.rf.1ef3d1010586c4a39b7f459acb6bcd88.jpg,640,640,Defective,5,0,640,617
Dusty_34_jpg.rf.1ef3d1010586c4a39b7f459acb6bcd88.jpg,640,640,Dusty,18,2,640,607
Dusty_55_jpg.rf.468400b28553e476507eced5efeecf9a.jpg,640,640,Dusty,1,2,639,640
Dusty_55_jpg.rf.468400b28553e476507eced5efeecf9a.jpg,640,640,Dusty,3,0,640,640
ROI_147_jpg.rf.a206e68ce1d84b9e7ca85cf6bb7bf22a.jpg,640,640,Dusty,208,517,394,639
ROI_147_jpg.rf.a206e68ce1d84b9e7ca85cf6bb7bf22a.jpg,640,640,Dusty,438,558,640,640
ROI_147_jpg.rf.a206e68ce1d84b9e7ca85cf6bb7bf22a.jpg,640,640,Dusty,461,28,631,323
Dusty_33_jpg.rf.54edb5511de6c71dfca5efc9f5396f80.jpg,640,640,Dusty,17,0,640,603
Dusty_33_jpg.rf.54edb5511de6c71dfca5efc9f5396f80.jpg,640,640,Defective,14,0,640,609
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,0,0,56,98
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,41,0,212,115
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,211,0,363,130
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,361,1,511,143
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,492,0,640,153
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,610,0,640,100
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,0,104,33,249
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,0,109,203,457
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,187,125,379,463
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,370,138,567,466
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,519,153,640,469
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,0,472,175,640
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Defective,173,474,391,640
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,391,483,599,640
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Non Defective,581,486,640,640
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,294,28,346,84
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,423,22,463,62
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,459,153,489,175
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,215,130,259,162
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,250,243,271,272
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,446,406,469,437
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,243,553,296,609
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,610,120,628,138
Physical_Damge_377_jpg.rf.dc7b97883549bfbdd3692fe2354b1a66.jpg,640,640,Physical Damage,350,338,375,410
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Snow,428,181,609,429
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Defective,428,177,609,435
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Non Defective,186,193,269,275
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Non Defective,184,273,268,360
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Snow,298,207,352,451
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Snow,180,406,323,451
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Defective,268,191,350,275
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Defective,266,273,350,361
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Defective,177,361,267,443
27_png_jpg.rf.d248935835550683ef44439de7795d8d.jpg,640,640,Defective,268,360,354,453
Dusty_60_jpg.rf.e1d95d31d40a83d17176c7d6825f002b.jpg,640,640,Defective,0,114,640,640
Dusty_60_jpg.rf.e1d95d31d40a83d17176c7d6825f002b.jpg,640,640,Dusty,0,114,640,432
Dusty_60_jpg.rf.e1d95d31d40a83d17176c7d6825f002b.jpg,640,640,Dusty,0,381,403,640
Dusty_60_jpg.rf.e1d95d31d40a83d17176c7d6825f002b.jpg,640,640,Defective,368,422,640,640
Dusty_60_jpg.rf.e1d95d31d40a83d17176c7d6825f002b.jpg,640,640,Dusty,387,446,640,640
Physical_Damge_451_jpg.rf.a7bb2071afa0e6d984a99a576fc62c55.jpg,640,640,Defective,15,0,640,640
